,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
3557380,0,328,120,6281933.28,1,0.999398,16438029.44,,,0.999298,9961.0,0.999398,12352.88,0.999343,5.5396557,18052,328_120_0
3557580,0,328,130,6213453.12,1,0.999298,16506509.6,,,0.999197,18724.8,0.999298,10359.44,0.999262,3.9196014,18053,328_130_0
3557780,0,328,140,5895274.56,1,0.999197,16824688.16,,,0.999097,104868.27,0.999197,27390.0,0.999177,1.4102459,18054,328_140_0
3557980,0,328,150,6764783.2,1,0.999298,16931943.84,,,0.999197,14541.6,0.999298,6773.48,0.999266,1.8298626,18055,328_150_0
3558180,0,328,160,6759699.52,1,0.999298,16937027.52,,,0.999197,9960.0,0.999298,3685.57,0.999271,3.219843,18056,328_160_0
3558380,0,328,170,6759699.52,1,0.999197,16937027.52,,,0.999197,8466.0,0.999298,3187.52,0.99927,-4.51982,18057,328_170_0
3558580,0,328,180,8126312.32,1,0.999197,16995140.96,,,0.999197,9960.0,0.999398,9962.0,0.999298,-2.6798248,18058,328_180_0
3558780,0,328,190,8065108.8,1,0.999398,17056344.48,,,0.999097,89929.77,0.999398,31479.92,0.99932,1.3804436,18059,328_190_0
3558980,0,328,200,9061908.8,1,0.999097,16059544.48,,,0.998997,23799.62,0.999097,199.18,0.999096,3.119707,18060,328_200_0
3559180,0,328,210,8633982.56,1,0.998997,16487470.72,,,0.998796,22102.32,0.998997,28479.88,0.998884,6.1404705,18061,328_210_0
3559380,0,328,220,8673954.24,1,0.998696,16447499.04,,,0.998596,9954.0,0.998696,1095.05,0.998686,5.7804585,18062,328_220_0
3559580,0,328,230,8693391.84,1,0.998194,16428061.44,,,0.997793,9946.0,0.998194,42685.5,0.997869,16.319752,18063,328_230_0
3559780,0,328,240,8625509.76,1,0.998094,16495943.52,,,0.997893,18501.42,0.998194,43581.0,0.997983,16.050339,18064,328_240_0
3559980,0,328,250,8412194.56,1,0.997492,16709258.72,,,0.997392,8251.86,0.997492,18792.27,0.997422,19.500256,18065,328_250_0
3560180,0,328,260,8219114.4,1,0.997793,16902338.88,,,0.997693,13724.1,0.997793,298.38,0.997791,16.900301,18066,328_260_0
3560380,0,328,270,8174657.12,1,0.997994,17096615.2,,,0.997893,19894.0,0.997994,11440.2,0.997957,13.849735,18067,328_270_0
3560580,0,328,280,4729816.0,1,0.997994,24052185.92,,,0.997693,7259.85,0.997893,19894.0,0.997746,14.549494,18068,328_280_0
3560780,0,328,290,4504040.8,1,0.997793,25119360.0,,,0.997793,4973.0,0.998194,3980.0,0.998016,8.0394745,18069,328_290_0
3560980,0,328,300,5153456.0,1,0.997893,29368519.04,1.025883,1.00321,0.997994,4974.0,0.998194,11442.5,0.998054,7.1299076,18070,328_300_0
3561180,0,328,310,3068150.4,1,0.998796,31453824.64,1.014647,1.00321,0.998896,9957.0,0.998997,2788.24,0.998975,-2.4598837,18071,328_310_0
3561380,0,328,320,3058182.4,1,0.998997,31463792.64,1.014647,1.00321,0.998896,4978.5,0.998997,3883.62,0.998953,-1.5002489,18072,328_320_0
3561580,0,328,330,3038246.4,1,0.998896,31483728.64,1.014045,1.00321,0.998796,29868.0,0.998896,6671.19,0.998878,-1.4901161,18073,328_330_0
3561780,0,328,340,2888726.4,1,0.999097,31625274.24,1.013443,1.00321,0.998997,3186.56,0.999097,7867.61,0.999026,-2.4300814,18074,328_340_0
3561980,0,328,350,2968470.4,1,0.998997,31553504.64,1.013443,1.00321,0.998796,19215.08,0.998997,10455.9,0.998926,-0.6300211,18075,328_350_0
3562180,0,328,360,2879755.2,1,0.999097,31634245.44,1.013443,1.00321,0.998896,14935.5,0.999097,12747.52,0.999005,0.07033348,18076,328_360_0
3562380,0,328,370,2958004.0,1,0.998997,31563971.04,1.013443,1.00321,0.998896,34849.5,0.998997,1493.7,0.998993,0.67949295,18077,328_370_0
3562580,0,328,380,1880463.2,1,0.999197,32633537.44,1.013443,1.00321,0.998997,14937.0,0.999197,8864.4,0.999123,1.449585,18078,328_380_0
3562780,0,328,390,1879466.4,1,0.999197,32634534.24,1.013443,1.00321,0.999097,4979.5,0.999197,13645.2,0.999124,1.5604496,18079,328_390_0
3562980,0,328,400,2925608.0,1,0.998997,31596367.04,1.013443,1.00321,0.998796,39824.0,0.998997,1593.28,0.998989,-0.84996223,18080,328_400_0
3563180,0,328,410,2924611.2,1,0.998997,31597363.84,1.013443,1.00321,0.998796,30365.8,0.998997,38238.72,0.998885,-2.2000074,18081,328_410_0
3563380,0,328,420,2924112.8,1,0.998997,31597862.24,1.013443,1.00321,0.998896,99.57,0.998997,39433.68,0.998897,-1.4400482,18082,328_420_0
3563580,0,328,430,2922617.6,1,0.998997,31599357.44,1.013443,1.00321,0.998796,9956.0,0.998997,14140.36,0.998879,2.9599667,18083,328_430_0
3563780,0,328,440,2842375.2,1,0.999097,31671625.44,1.010433,1.00321,0.998896,16130.34,0.999097,3884.01,0.999058,2.219677,18084,328_440_0
3563980,0,328,450,2921122.4,1,0.998997,31600852.64,1.010433,1.00321,0.998796,50875.16,0.998997,1593.28,0.998991,-0.770092,18085,328_450_0
3564180,0,328,460,2374676.64,1,0.998896,32301403.68,1.001104,0.999799,0.998796,51273.4,0.998997,23799.62,0.998933,-2.0700693,18086,328_460_0
3564380,0,328,470,3450423.2,1,0.998796,32471657.12,0.9999,0.999599,0.998696,22896.5,0.998796,10155.12,0.998765,-1.6999245,18087,328_470_0
3564580,0,328,480,2879356.48,1,0.998896,32733715.84,0.999498,0.999498,0.998796,10055.56,0.998997,29774.42,0.998847,-2.400279,18088,328_480_0
3564780,0,328,490,2074839.2,1,0.999097,33360802.72,0.999498,0.999498,0.998997,59748.0,0.999097,16332.76,0.999076,-4.979968,18089,328_490_0
3564980,0,328,500,0.0,0,0.999498,35435641.92,0.999498,0.999498,0.999398,9962.0,0.999498,48121.29,0.999415,-3.8200617,18090,328_500_0
3565180,0,328,510,0.0,0,0.999498,35435641.92,0.999498,0.999498,0.999398,199.24,0.999498,39652.74,0.999399,-0.32007694,18091,328_510_0
3565380,0,328,520,0.0,0,0.999498,35435641.92,0.999498,0.999498,0.999298,34664.28,0.999498,41645.34,0.999389,1.2397766,18092,328_520_0
3565580,0,328,530,0.0,0,0.999599,34514000.64,0.999599,0.999599,0.999498,16837.47,0.999599,71043.32,0.999518,-3.1000376,18093,328_530_0
3565780,0,328,540,0.0,0,0.999799,34514000.64,0.999799,0.999799,0.999699,9965.0,0.999799,210182.94,0.999704,1.9705296,18094,328_540_0
3565980,0,329,0,4067654.37,-1,1.000089,12068691.02,,,0.999891,4455.0,1.000089,3645.72,1.0,-1.1199713,18095,329_0_0
3566180,0,329,10,4057528.27,-1,0.99999,12078817.12,,,0.99999,202.52,1.000089,5063.5,0.999994,-0.74982643,18096,329_10_0
3566380,0,329,20,3786756.36,-1,0.999694,12349589.04,,,0.999694,15994.34,0.99999,7290.72,0.999897,0.6496906,18097,329_20_0
3566580,0,329,30,6364760.15,-1,0.999694,12349589.04,,,0.999595,1923.18,0.999694,5061.5,0.999622,4.580021,18098,329_30_0
3566780,0,329,40,8896285.15,-1,0.999496,12349589.04,,,0.999299,101.19,0.999398,6578.0,0.9993,4.709959,18099,329_40_0
3566980,0,329,50,8876741.78,-1,0.9992,12349589.04,,,0.9992,18718.3,0.999398,506.0,0.999392,2.360344,18100,329_50_0
3567180,0,329,60,8896285.15,-1,0.999299,12349589.04,,,0.999299,7690.44,0.999496,3238.72,0.999438,3.5202503,18101,329_60_0
3567380,0,329,70,9358035.32,-1,0.999398,12349589.04,,,0.999398,5060.0,0.999694,7389.79,0.999518,2.310276,18102,329_70_0
3567580,0,329,80,9241787.69,-1,0.999694,12465836.67,,,0.999694,15184.5,0.999891,202.5,0.999889,0.9095669,18103,329_80_0
3567780,0,329,90,9241787.69,-1,1.000188,12465836.67,,,1.000188,15192.0,1.000484,5673.36,1.000403,-1.0001659,18104,329_90_0
3567980,0,329,100,9383451.83,-1,1.000089,12465937.93,,,1.000089,15190.5,1.000286,11749.64,1.0002,-5.879998,18105,329_100_0
3568180,0,329,110,9345782.73,-1,0.99999,12503607.02,,,0.99999,10126.0,1.000089,11342.24,1.000037,-5.019903,18106,329_110_0
3568380,0,329,120,9426892.8,-1,1.000089,12503607.02,,,1.000089,12354.94,1.000188,2430.72,1.000171,-5.850196,18107,329_120_0
3568580,0,329,130,9426892.8,-1,1.000336,12503607.02,,,1.000286,5064.5,1.000484,16209.6,1.000333,-4.9197674,18108,329_130_0
3568780,0,329,140,9471548.9,-1,1.000385,12503607.02,,,1.000385,11649.5,1.000484,5065.5,1.000454,-5.6499243,18109,329_140_0
3568980,0,329,150,9471548.9,-1,1.000286,12503607.02,,,1.000286,11141.9,1.000385,10636.5,1.000337,-8.770227,18110,329_150_0
3569180,0,329,160,9484915.35,-1,0.999891,12503607.02,,,0.999891,1923.75,0.99999,6683.16,0.999913,-4.569888,18111,329_160_0
3569380,0,329,170,9465068.19,-1,0.99999,12526795.79,,,0.99999,911.34,1.000089,6380.01,1.000002,-4.609823,18112,329_170_0
3569580,0,329,180,9447043.73,-1,0.99999,12740962.8,,,0.999891,8707.5,0.99999,7189.46,0.999945,-3.7497282,18113,329_180_0
3569780,0,329,190,9447043.73,-1,1.000138,12740962.8,,,1.000089,7595.25,1.000188,708.96,1.000179,-6.8598986,18114,329_190_0
3569980,0,329,200,9447043.73,-1,1.000089,12740962.8,,,1.000089,9620.65,1.000188,708.96,1.000181,-5.5897236,18115,329_200_0
3570180,0,329,210,9447043.73,-1,0.99999,12740962.8,,,0.99999,1923.94,1.000089,10228.27,1.000006,-3.2299757,18116,329_210_0
3570380,0,329,220,9447043.73,-1,0.999891,12740962.8,,,0.999891,18326.25,1.000089,24912.42,0.999975,-1.4299154,18117,329_220_0
3570580,0,329,230,9447043.73,-1,1.000089,12740962.8,,,1.000089,101.27,1.000188,42740.16,1.000089,-0.48995018,18118,329_230_0
3570780,0,329,240,9383148.04,-1,1.000089,12805871.1,,,1.000089,11139.7,1.000286,31906.35,1.00014,-3.0601025,18119,329_240_0
3570980,0,329,250,9219510.27,-1,0.999891,12970521.49,,,0.999891,6075.0,0.99999,15189.0,0.99992,5.2905083,18120,329_250_0
3571180,0,329,260,9219510.27,-1,0.999793,12970521.49,,,0.999793,18931.88,0.999891,10125.0,0.999857,7.289648,18121,329_260_0
3571380,0,329,270,9528457.58,-1,0.999694,12975280.76,,,0.999694,10831.61,0.999793,6378.12,0.999756,7.660389,18122,329_270_0
3571580,0,329,280,10237588.36,-1,0.999595,14585533.18,,,0.9992,30354.0,0.999496,5060.5,0.999454,8.070469,18123,329_280_0
3571780,0,329,290,7374838.63,-1,0.998805,15275120.59,,,0.998805,13856.18,0.999101,5058.5,0.999022,7.929802,18124,329_290_0
3571980,0,329,300,3131192.64,-1,0.998608,21577909.01,0.989325,0.993571,0.998509,1415.54,0.998904,5057.5,0.998595,8.31008,18125,329_300_0
3572180,0,329,310,2870546.83,-1,0.998805,21838554.83,0.993077,0.997423,0.998805,6776.38,0.999101,36117.69,0.998852,3.5595894,18126,329_310_0
3572380,0,329,320,5163703.43,-1,0.999052,22076923.22,0.99683,0.997423,0.999003,33079.32,0.999101,63939.44,0.999036,-0.38981438,18127,329_320_0
3572580,0,329,330,5157526.51,-1,0.999101,22083100.14,0.99683,0.997423,0.999101,2124.57,0.9992,13355.76,0.999115,0.38027763,18128,329_330_0
3572780,0,329,340,5157526.51,-1,0.999101,22083100.14,0.99683,0.997423,0.999101,9206.47,0.999299,14773.74,0.999177,0.44941902,18129,329_340_0
3572980,0,329,350,5207448.19,-1,0.999299,22052721.84,0.99683,0.997423,0.999299,5059.5,0.999398,27425.2,0.999314,-2.3502111,18130,329_350_0
3573180,0,329,360,5177778.71,-1,0.9992,22062847.94,0.997027,0.997423,0.9992,1821.24,0.999299,49380.72,0.999204,-0.19013882,18131,329_360_0
3573380,0,329,370,4166586.37,-1,0.999101,23074040.29,0.997423,0.997423,0.999101,4147.97,0.9992,32377.6,0.999113,-1.9699335,18132,329_370_0
3573580,0,329,380,4119500.0,-1,0.998904,23121126.65,0.997423,0.997423,0.998904,18105.85,0.999003,67979.52,0.998925,0.23007393,18133,329_380_0
3573780,0,329,390,4036465.98,-1,0.998904,23204160.67,0.997423,0.997423,0.998904,101.15,0.999003,43397.64,0.998904,-2.580285,18134,329_390_0
3573980,0,329,400,4001125.89,-1,0.998953,23239500.76,0.997423,0.997423,0.998904,54014.1,0.999003,25593.48,0.998971,-2.0098686,18135,329_400_0
3574180,0,329,410,1469600.89,-1,0.998706,23239500.76,0.997423,0.997423,0.998706,4146.33,0.998805,10114.0,0.998735,0.5698204,18136,329_410_0
3574380,0,329,420,1458259.66,-1,0.998509,23250841.99,0.997423,0.997423,0.998509,29321.9,0.998608,30336.0,0.998557,-1.7899275,18137,329_420_0
3574580,0,329,430,1345859.95,-1,0.998311,23363241.7,0.997423,0.997423,0.998311,21329.99,0.99841,24365.1,0.998357,-2.1600723,18138,329_430_0
3574780,0,329,440,1330873.32,-1,0.99841,23378228.33,0.997423,0.997423,0.99841,12435.3,0.998608,17089.28,0.998493,-3.7699938,18139,329_440_0
3574980,0,329,450,990231.32,-1,0.998015,23718870.33,0.997423,0.997423,0.998015,39110.22,0.998213,23955.96,0.998138,-0.48995018,18140,329_450_0
3575180,0,329,460,1087441.88,-1,0.998311,23621659.78,0.997423,0.997423,0.99841,32149.8,0.998608,14763.52,0.998545,-3.0201674,18141,329_460_0
3575380,0,329,470,1079644.78,-1,0.99841,23629456.87,0.997423,0.997423,0.99841,13446.3,0.998509,32557.42,0.998439,-3.169775,18142,329_470_0
3575580,0,329,480,673689.43,-1,0.998213,24035412.22,0.997423,0.99762,0.998213,11927.44,0.99841,24162.9,0.998278,-4.1502714,18143,329_480_0
3575780,0,329,490,407879.31,-1,0.998114,24301222.35,0.997423,0.99762,0.998114,21831.12,0.998213,124530.56,0.998129,-1.4901161,18144,329_490_0
3575980,0,329,500,322516.28,-1,0.997916,24367750.82,0.997423,0.99762,0.997916,10105.0,0.998114,22841.82,0.997977,-0.99003315,18145,329_500_0
3576180,0,329,510,322516.28,-1,0.997916,24367750.82,0.997423,0.997719,0.997916,33346.5,0.998114,32443.47,0.998016,-1.9598007,18146,329_510_0
3576380,0,329,520,374665.7,-1,0.998015,24334435.95,0.997423,0.997719,0.998015,1111.66,0.998114,28299.6,0.998019,1.9598007,18147,329_520_0
3576580,0,329,530,322516.28,-1,0.997916,24367750.82,0.997423,0.997719,0.997916,38297.95,0.998015,1414.84,0.998012,0.51021576,18148,329_530_0
3576780,0,329,540,322516.28,-1,0.997916,24367750.82,0.997423,0.997818,0.997818,41325.36,0.997916,53253.35,0.997861,6.699562,18149,329_540_0
3576980,0,330,0,3819584.24,-1,1.000129,19644667.87,,,0.999839,7744.5,1.000323,15496.5,1.0,3.4499168,18150,330_0_0
3577180,0,330,10,5100421.46,-1,0.999839,19791217.46,,,0.999742,2891.0,0.999935,15593.77,0.999772,5.040169,18151,330_10_0
3577380,0,330,20,5870142.46,-1,0.999451,19791217.46,,,0.999354,20642.0,0.999548,5161.5,0.999509,4.489422,18152,330_20_0
3577580,0,330,30,5978892.79,-1,0.999354,19801028.75,,,0.999451,13521.82,0.999645,13730.92,0.999547,3.2901764,18153,330_30_0
3577780,0,330,40,6073494.21,-1,0.999451,19801028.75,,,0.999451,12902.5,0.999645,4645.8,0.999594,5.1295757,18154,330_40_0
3577980,0,330,50,6073494.21,-1,0.999935,19801028.75,,,0.999935,32013.7,1.000032,8675.52,1.000012,-0.33974648,18155,330_50_0
3578180,0,330,60,6638624.13,-1,0.999839,19801028.75,,,0.999742,22198.75,0.999935,16316.66,0.999853,-3.7699938,18156,330_60_0
3578380,0,330,70,7204063.88,-1,0.999548,19801028.75,,,0.999451,17444.18,0.999548,6709.95,0.999521,-4.2802095,18157,330_70_0
3578580,0,330,80,7188985.49,-1,0.999548,19816107.14,,,0.999548,20542.77,0.999645,3303.68,0.999632,-3.079772,18158,330_80_0
3578780,0,330,90,7188985.49,-1,0.999645,19816107.14,,,0.999645,13008.24,0.999839,2478.24,0.999808,-4.540086,18159,330_90_0
3578980,0,330,100,7171221.9,-1,0.999645,19839757.5,,,0.999645,10117.52,0.999839,1032.6,0.999821,-1.5699863,18160,330_100_0
3579180,0,330,110,7312814.21,-1,0.999742,19844714.78,,,0.999742,25812.5,0.999839,3614.1,0.999827,-2.1797419,18161,330_110_0
3579380,0,330,120,7312814.21,-1,0.999742,19844714.78,,,0.999451,7122.18,0.999645,5162.0,0.999564,3.709793,18162,330_120_0
3579580,0,330,130,7340802.19,-1,0.999645,19890982.72,,,0.999645,21990.12,0.999839,21891.12,0.999742,3.8301945,18163,330_130_0
3579780,0,330,140,7534032.83,-1,0.999839,19898315.37,,,0.999742,39544.75,0.999935,9294.3,0.999899,0.53048134,18164,330_140_0
3579980,0,330,150,7661579.52,-1,0.999839,19898315.37,,,0.999839,6505.38,0.999935,4440.61,0.999896,-0.9602308,18165,330_150_0
3580180,0,330,160,7682441.4,-1,1.000226,19898315.37,,,1.000323,5165.5,1.00042,516.6,1.000411,-5.159974,18166,330_160_0
3580380,0,330,170,7753805.58,-1,1.000129,19898315.37,,,1.000129,28404.75,1.000226,10536.6,1.0002,-2.449751,18167,330_170_0
3580580,0,330,180,7598580.75,-1,1.000226,20073679.15,,,1.000226,1033.0,1.00042,5166.0,1.000258,-5.220175,18168,330_180_0
3580780,0,330,190,8196449.37,-1,1.000129,20116125.86,,,1.000129,36254.79,1.000226,10330.0,1.000204,-8.95977,18169,330_190_0
3580980,0,330,200,8196449.37,-1,1.000226,20116125.86,,,1.000226,31093.3,1.000323,12397.2,1.000295,-10.229945,18170,330_200_0
3581180,0,330,210,8196552.65,-1,1.000129,20116125.86,,,1.000129,38527.17,1.000226,619.8,1.000224,-8.680224,18171,330_210_0
3581380,0,330,220,8487689.57,-1,1.000129,20116125.86,,,1.000129,31813.32,1.000226,206.6,1.000225,-4.630089,18172,330_220_0
3581580,0,330,230,8487689.57,-1,1.000129,20116125.86,,,1.000129,23240.25,1.000226,3202.3,1.000214,-5.199909,18173,330_230_0
3581780,0,330,240,8151214.19,-1,0.999935,20431739.35,,,0.999935,20757.27,1.000032,35218.48,0.999971,-6.3198805,18174,330_240_0
3581980,0,330,250,9381032.74,-1,0.999935,20436593.35,,,0.999451,36127.0,0.999645,24467.88,0.999567,-2.71976,18175,330_250_0
3582180,0,330,260,9521179.18,-1,0.999451,20511675.49,,,0.999451,17547.4,0.999548,17032.95,0.9995,-5.480051,18176,330_260_0
3582380,0,330,270,9577051.85,-1,0.999451,20658638.19,,,0.999451,15379.78,0.999548,36336.96,0.99948,-4.0602684,18177,330_270_0
3582580,0,330,280,4545102.82,-1,0.999742,26832827.15,,,0.999839,17967.24,0.999935,2271.94,0.999925,-9.160042,18178,330_280_0
3582780,0,330,290,4440999.94,-1,0.999548,28009974.6,,,0.999645,20648.0,0.999839,5472.78,0.999798,-7.740259,18179,330_290_0
3582980,0,330,300,2551450.05,-1,0.999258,31853415.75,0.983862,0.988607,0.998967,25792.5,0.999161,21566.71,0.999073,-4.9501657,18180,330_300_0
3583180,0,330,310,1234879.1,-1,0.99887,33169986.69,0.988607,0.99461,0.99887,10316.0,0.999064,47359.62,0.998905,-6.210208,18181,330_310_0
3583380,0,330,320,1121274.77,-1,0.998677,33283591.03,0.988607,0.99461,0.998677,10314.0,0.99887,18981.44,0.998745,-0.0500679,18182,330_320_0
3583580,0,330,330,1121068.22,-1,0.998774,33283797.58,0.988607,0.995481,0.998774,28882.0,0.99887,28265.84,0.998822,-3.1501055,18183,330_330_0
3583780,0,330,340,1121068.22,-1,0.998677,33283797.58,0.988607,0.99461,0.998677,23825.34,0.998774,42085.2,0.998712,-5.1802397,18184,330_340_0
3583980,0,330,350,1116214.21,-1,0.998774,33288651.58,0.988607,0.995966,0.998774,31976.5,0.99887,25686.84,0.998827,-5.7697296,18185,330_350_0
3584180,0,330,360,1115801.11,-1,0.998774,33289064.69,0.988607,0.995966,0.998774,6601.6,0.99887,86963.88,0.99878,-4.8202276,18186,330_360_0
3584380,0,330,370,1115801.11,-1,0.998677,33289064.69,0.988607,0.995966,0.998677,11861.1,0.99887,85725.96,0.9987,-4.0000677,18187,330_370_0
3584580,0,330,380,1165683.74,-1,0.998967,33239182.06,0.988607,0.996353,0.998967,34768.29,0.999064,55820.38,0.999004,-7.0798397,18188,330_380_0
3584780,0,330,390,1126128.77,-1,0.998967,33278737.02,0.988607,0.996353,0.998967,20737.17,0.999064,33636.68,0.999004,-7.5399876,18189,330_390_0
3584980,0,330,400,992798.6,-1,0.99858,33392547.91,0.988703,0.996353,0.99858,90032.49,0.998677,51570.0,0.998641,-0.6699562,18190,330_400_0
3585180,0,330,410,957477.98,-1,0.99858,33427868.53,0.989188,0.996353,0.99858,1959.47,0.998677,26094.42,0.998587,-0.29981136,18191,330_410_0
3585380,0,330,420,953863.29,-1,0.99858,33431483.21,0.989284,0.996353,0.99858,94260.82,0.998774,43219.85,0.998713,-0.7301569,18192,330_420_0
3585580,0,330,430,930832.6,-1,0.998677,33474033.2,0.989672,0.997321,0.998677,113247.72,0.998774,66016.0,0.998738,1.9204617,18193,330_430_0
3585780,0,330,440,858022.55,-1,0.998677,33546843.25,0.992964,0.997515,0.998677,99839.52,0.99887,73037.28,0.998789,1.0704994,18194,330_440_0
3585980,0,330,450,363017.48,-1,0.99858,34022329.02,0.997612,0.998386,0.99858,166864.34,0.998677,23206.5,0.998665,1.7905235,18195,330_450_0
3586180,0,330,460,591672.02,-1,0.999064,33813193.77,0.997612,0.998677,0.999064,8976.66,0.999161,10319.0,0.999109,-1.8399954,18196,330_460_0
3586380,0,330,470,560172.64,-1,0.998967,33844693.16,0.997612,0.998774,0.998967,132882.96,0.999161,44268.51,0.999112,-1.9997358,18197,330_470_0
3586580,0,330,480,0.0,0,0.999064,34404865.8,0.999064,0.999064,0.999064,206.36,0.999258,52941.6,0.999065,1.3804436,18198,330_480_0
3586780,0,330,490,0.0,0,0.999064,34404865.8,0.999064,0.999064,0.999064,126705.04,0.999161,65009.7,0.999128,-0.6902218,18199,330_490_0
3586980,0,330,500,0.0,0,0.998774,34404865.8,0.998774,0.998774,0.998774,98920.85,0.99887,53643.2,0.998836,-0.8201599,18200,330_500_0
3587180,0,330,510,0.0,0,0.99858,34385346.51,0.99858,0.99858,0.99858,46305.37,0.998677,85090.5,0.998614,-0.8702278,18201,330_510_0
3587380,0,330,520,0.0,0,0.998677,34404865.8,0.998677,0.998677,0.998677,64978.2,0.99887,63752.88,0.998774,-1.3697147,18202,330_520_0
3587580,0,330,530,0.0,0,0.998774,34404865.8,0.998774,0.998774,0.998774,309.45,0.99887,92121.88,0.998774,2.989769,18203,330_530_0
3587780,0,330,540,0.0,0,0.998967,34404865.8,0.998967,0.998967,0.998967,48489.9,0.999064,144142.46,0.998992,0.10967255,18204,330_540_0
3587980,0,331,0,896425.87,1,1.000068,10843071.96,,,0.999875,10368.0,1.000164,13586.01,1.0,6.74963,18205,331_0_0
3588180,0,331,10,839498.42,1,1.000839,10899999.41,,,1.000453,7676.76,1.000936,24598.23,1.000568,7.289648,18206,331_10_0
3588380,0,331,20,839498.42,1,1.000936,10899999.41,,,1.000646,44824.32,1.000936,10379.0,1.000881,4.0102005,18207,331_20_0
3588580,0,331,30,517739.08,1,1.001128,11221758.75,,,1.000839,33313.38,1.001225,103.82,1.001224,2.2304058,18208,331_30_0
3588780,0,331,40,517739.08,1,1.001225,11221758.75,,,1.000839,31341.56,1.001321,15678.33,1.001161,2.6094913,18209,331_40_0
3588980,0,331,50,517739.08,1,1.001128,11221758.75,,,1.000839,42757.36,1.001225,10485.82,1.001149,-0.79989433,18210,331_50_0
3589180,0,331,60,259750.93,1,1.001321,11479746.9,,,1.001128,11419.1,1.001321,7994.91,1.001242,-1.6099215,18211,331_60_0
3589380,0,331,70,236005.24,1,1.001321,11503492.59,,,1.001032,31451.4,1.001321,5191.5,1.00128,-1.1998415,18212,331_70_0
3589580,0,331,80,89694.43,1,1.001321,11649803.4,,,1.001128,12457.2,1.001321,5191.5,1.001265,1.1503696,18213,331_80_0
3589780,0,331,90,89694.43,1,1.001321,11649803.4,,,1.001225,31353.64,1.001418,1349.92,1.00141,-1.5002489,18214,331_90_0
3589980,0,331,100,89694.43,1,1.001321,11649803.4,,,1.001032,31140.0,1.001321,5191.5,1.00128,-0.6902218,18215,331_100_0
3590180,0,331,110,234864.62,1,1.001321,11649803.4,,,1.001128,13391.49,1.001321,103.83,1.00132,1.8000603,18216,331_110_0
3590380,0,331,120,234864.62,1,1.001321,11649803.4,,,1.001225,27927.58,1.001321,5191.5,1.001306,1.770258,18217,331_120_0
3590580,0,331,130,234864.62,1,1.001321,11649803.4,,,1.001128,15260.07,1.001321,5191.5,1.001272,3.540516,18218,331_130_0
3590780,0,331,140,0.0,0,1.001418,11884668.01,,,1.001128,15260.07,1.001418,10072.48,1.001303,1.1205673,18219,331_140_0
3590980,0,331,150,0.0,0,1.001418,11884668.01,,,1.001128,1972.39,1.001418,13395.36,1.001166,3.9505959,18220,331_150_0
3591180,0,331,160,0.0,0,1.001321,11884979.09,,,1.001128,12353.39,1.001418,21391.04,1.001234,4.8696995,18221,331_160_0
3591380,0,331,170,0.0,0,1.001321,11884979.09,,,1.001128,14014.35,1.001321,6333.63,1.001261,4.9197674,18222,331_170_0
3591580,0,331,180,0.0,0,1.001321,12082929.0,,,1.001128,34361.11,1.001321,311.49,1.00132,4.2903423,18223,331_180_0
3591780,0,331,190,107218.55,-1,1.001418,12380838.96,,,1.001418,72064.96,1.001707,36458.37,1.00161,0.8201599,18224,331_190_0
3591980,0,331,200,107218.55,-1,1.001514,12380838.96,,,1.001514,207.7,1.001707,5297.37,1.001521,0.6699562,18225,331_200_0
3592180,0,331,210,107218.55,-1,1.001514,12380838.96,,,1.001514,10385.0,1.001804,13816.04,1.001638,0.1502037,18226,331_210_0
3592380,0,331,220,107218.55,-1,1.001611,12380838.96,,,1.001611,10386.0,1.0019,19842.99,1.00171,-0.16987324,18227,331_220_0
3592580,0,331,230,104833.61,-1,1.001611,12383223.9,,,1.001611,31158.0,1.0019,23271.36,1.001776,-4.6902895,18228,331_230_0
3592780,0,331,240,62941.64,-1,1.001707,12425115.86,,,1.001707,24824.93,1.0019,1558.35,1.001889,-2.4098158,18229,331_240_0
3592980,0,331,250,311390.04,-1,1.001996,12425115.86,,,1.001996,2078.0,1.002286,47599.94,1.002009,4.75049,18230,331_250_0
3593180,0,331,260,500526.05,-1,1.001996,12436211.01,,,1.001996,1974.1,1.002286,20162.42,1.002022,4.5394897,18231,331_260_0
3593380,0,331,270,397558.91,1,1.002286,14202517.35,,,1.001996,14234.3,1.002382,10497.94,1.002218,8.050203,18232,331_270_0
3593580,0,331,280,897151.72,-1,1.002189,15461246.52,,,1.002093,32212.1,1.002479,325051.65,1.002128,6.25968,18233,331_280_0
3593780,0,331,290,680122.3,-1,1.001514,16468312.81,,,1.001514,830.8,1.001804,39786.04,1.00152,11.130571,18234,331_290_0
3593980,0,331,300,371531.97,1,1.001514,18459010.78,1.005565,1.002479,1.001128,13287.68,1.001514,25962.5,1.001259,9.690523,18235,331_300_0
3594180,0,331,310,360436.82,1,1.001418,18470105.93,1.005468,1.002479,1.001128,47129.74,1.001418,10903.2,1.001363,4.7695637,18236,331_310_0
3594380,0,331,320,333476.65,1,1.001611,18497066.1,1.005275,1.002479,1.001418,5295.84,1.001611,20772.0,1.001457,6.1404705,18237,331_320_0
